"Subj_ID","RT","Polarity","Truth_Value","Numerosity"
"1",1812.80255127322,"AFF","True","MIN"
"1",907.276860201997,"AFF","True","MIN"
"1",1588.85083757404,"AFF","True","MIN"
"1",1294.77445880762,"AFF","True","MIN"
"1",1970.08615106214,"AFF","True","MIN"
"1",1190.72768342003,"AFF","True","MIN"
"1",1315.15541981172,"AFF","True","MIN"
"1",1295.01953874244,"AFF","True","MIN"
"1",762.022905430619,"AFF","True","MIN"
"1",1967.68249829184,"AFF","True","MIN"
"1",1734.72798602073,"AFF","True","MIN"
"1",738.904488243993,"AFF","True","MIN"
"1",914.669291311234,"AFF","True","MIN"
"1",1034.74612461044,"AFF","True","MIN"
"1",869.221654299845,"AFF","True","MIN"
"1",1424.6566084426,"AFF","True","MIN"
"1",1572.20842076226,"AFF","True","MIN"
"1",683.315761299147,"AFF","True","MIN"
"1",1346.93386032472,"AFF","True","MIN"
"1",952.647413021466,"AFF","True","MIN"
"1",970.80014666625,"AFF","True","MIN"
"1",922.351730871879,"AFF","True","MIN"
"1",1175.61343369031,"AFF","True","MIN"
"1",945.710316819673,"AFF","True","MIN"
"1",2941.53428523616,"AFF","True","MIN"
"1",2606.77831287182,"NEG","False","MAG"
"1",1969.68786709138,"NEG","False","MAG"
"1",399.69097569999,"NEG","False","MAG"
"1",1048.74419250484,"NEG","False","MAG"
"1",813.577316725141,"NEG","False","MAG"
"1",3579.05918821312,"NEG","False","MAG"
"1",1751.67452289062,"NEG","False","MAG"
"1",1049.63880639844,"NEG","False","MAG"
"1",716.926031637221,"NEG","False","MAG"
"1",1087.21241421565,"NEG","False","MAG"
"1",1393.24491964138,"NEG","False","MAG"
"1",1243.81257797038,"NEG","False","MAG"
"1",1707.84752780046,"NEG","False","MAG"
"1",791.261387615206,"NEG","False","MAG"
"1",1499.94827636783,"NEG","False","MAG"
"1",846.263921058566,"NEG","False","MAG"
"1",2245.59041242681,"NEG","False","MAG"
"1",1640.59478764818,"NEG","False","MAG"
"1",2873.5321714251,"NEG","False","MAG"
"1",936.40282589391,"NEG","False","MAG"
"1",920.166968894175,"NEG","False","MAG"
"1",1768.39642469803,"NEG","False","MAG"
"1",3726.52427656173,"NEG","False","MAG"
"1",1566.14191736927,"NEG","False","MAG"
"1",1651.81097695249,"NEG","False","MAG"
"1",1745.33999793115,"NEG","False","MAG"
"1",1028.42960734089,"NEG","False","MAG"
"1",738.691274551182,"NEG","False","MAG"
"1",877.336392859523,"NEG","False","MAG"
"1",1728.83864934321,"NEG","False","MAG"
"1",1284.86176962699,"NEG","False","MAG"
"1",1998.8678206296,"NEG","False","MAG"
"1",1998.80266684834,"NEG","False","MIN"
"1",1742.24353936565,"NEG","False","MIN"
"1",2753.40982025926,"NEG","False","MIN"
"1",789.565352079026,"NEG","False","MIN"
"1",978.560831067991,"NEG","False","MIN"
"1",1753.10109926428,"NEG","False","MIN"
"1",1982.59908215893,"NEG","False","MIN"
"1",2256.89934713641,"NEG","False","MIN"
"1",1117.66115873413,"NEG","False","MIN"
"1",587.032957574739,"NEG","False","MIN"
"1",1197.3528837018,"NEG","False","MIN"
"1",1231.47202652673,"NEG","False","MIN"
"1",1422.55126412121,"NEG","False","MIN"
"1",2093.96231351062,"NEG","False","MIN"
"1",1262.52529359045,"NEG","False","MIN"
"1",1356.72196276208,"NEG","False","MIN"
"1",758.277363032791,"NEG","False","MIN"
"1",1203.214690652,"NEG","False","MIN"
"1",1615.92637009658,"NEG","False","MIN"
"1",1394.49675698404,"NEG","False","MIN"
"1",1068.93692568922,"NEG","False","MIN"
"1",1833.99077090888,"NEG","False","MIN"
"1",1730.3856927724,"NEG","False","MIN"
"1",1226.58628569831,"NEG","False","MIN"
"1",1400.45408526151,"NEG","False","MIN"
"1",1806.73496413329,"NEG","False","MIN"
"1",1380.27347013218,"NEG","False","MIN"
"1",1376.90968935557,"NEG","False","MIN"
"1",1284.81392263211,"NEG","False","MIN"
"1",1896.15533235917,"NEG","False","MIN"
"1",1242.96384247257,"NEG","False","MIN"
"1",1559.20322444545,"NEG","False","MIN"
"1",1853.83962976556,"NEG","True","MAG"
"1",1102.21618743432,"NEG","True","MAG"
"1",1059.52827606626,"NEG","True","MAG"
"1",1568.33581533964,"NEG","True","MAG"
"1",2322.2951719717,"NEG","True","MAG"
"1",1605.62974361352,"NEG","True","MAG"
"1",1574.53263423555,"NEG","True","MAG"
"1",1914.94064465032,"NEG","True","MAG"
"1",1438.37137040459,"NEG","True","MAG"
"1",1467.12288788049,"NEG","True","MAG"
"1",1492.65074263767,"NEG","True","MAG"
"1",1074.44687204344,"NEG","True","MAG"
"1",3420.70956415816,"NEG","True","MAG"
"1",2372.86523250754,"NEG","True","MAG"
"1",1695.93026744069,"NEG","True","MAG"
"1",2062.04110912291,"NEG","True","MAG"
"1",908.72726801018,"NEG","True","MAG"
"1",1247.54208121798,"NEG","True","MAG"
"1",1709.52248542946,"NEG","True","MAG"
"1",902.128605214361,"NEG","True","MAG"
"1",1325.64354882432,"NEG","True","MAG"
"1",2083.24951022476,"NEG","True","MAG"
"1",3119.41884158835,"NEG","True","MAG"
"1",3169.09648156672,"NEG","True","MAG"
"1",1292.58978516896,"NEG","True","MAG"
"1",1271.9871389771,"NEG","True","MAG"
"1",3020.11058699289,"NEG","True","MAG"
"1",964.048205999239,"NEG","True","MAG"
"1",2631.10364655112,"NEG","True","MAG"
"1",1164.68924596256,"NEG","True","MAG"
"1",2839.17963784596,"NEG","True","MAG"
"1",1120.69626377635,"NEG","True","MAG"
"1",1073.00475378524,"NEG","True","MIN"
"1",2650.35745512551,"NEG","True","MIN"
"1",3961.38161995779,"NEG","True","MIN"
"1",1313.94350167378,"NEG","True","MIN"
"1",1828.35518809024,"NEG","True","MIN"
"1",889.202346704161,"NEG","True","MIN"
"1",907.689230265122,"NEG","True","MIN"
"1",1451.21273821294,"NEG","True","MIN"
"1",1446.0307130729,"NEG","True","MIN"
"1",1482.88102836267,"NEG","True","MIN"
"1",992.903405470203,"NEG","True","MIN"
"1",1369.14103811667,"NEG","True","MIN"
"1",1766.91537949957,"NEG","True","MIN"
"1",1589.23349888081,"NEG","True","MIN"
"1",1238.14266807229,"NEG","True","MIN"
"1",1224.3652161885,"NEG","True","MIN"
"1",1218.53715117393,"NEG","True","MIN"
"1",1250.76080537351,"NEG","True","MIN"
"1",1697.60319615896,"NEG","True","MIN"
"1",1328.9217337064,"NEG","True","MIN"
"1",923.902222303415,"NEG","True","MIN"
"1",2242.25947433446,"NEG","True","MIN"
"1",1990.13665914523,"NEG","True","MIN"
"1",1613.67351695145,"NEG","True","MIN"
"1",1653.53876006022,"NEG","True","MIN"
"1",1314.96870216937,"NEG","True","MIN"
"1",1075.78099778649,"NEG","True","MIN"
"1",1263.62575390033,"NEG","True","MIN"
"1",1517.94039058568,"NEG","True","MIN"
"1",3537.18458027797,"NEG","True","MIN"
"1",2759.86745543996,"NEG","True","MIN"
"1",3341.61585838956,"NEG","True","MIN"
"2",750.414674784326,"AFF","False","MAG"
"2",1357.11545721125,"AFF","False","MAG"
"2",1177.8285776967,"AFF","False","MAG"
"2",914.592876057115,"AFF","False","MAG"
"2",643.4445501277,"AFF","False","MAG"
"2",581.65820351271,"AFF","False","MAG"
"2",478.187542257493,"AFF","False","MAG"
"2",550.572772784617,"AFF","False","MAG"
"2",671.75665378822,"AFF","False","MAG"
"2",499.323952137833,"AFF","False","MAG"
"2",369.876348643991,"AFF","False","MAG"
"2",694.606110702686,"AFF","False","MAG"
"2",706.124325790922,"AFF","False","MAG"
"2",599.1487186255,"AFF","False","MAG"
"2",870.126336971496,"AFF","False","MAG"
"2",744.751007502838,"AFF","False","MAG"
"2",1028.69267130073,"AFF","False","MAG"
"2",533.289224019684,"AFF","False","MAG"
"2",634.118947824738,"AFF","False","MAG"
"2",682.169305703091,"AFF","False","MAG"
"2",1136.96136492062,"AFF","False","MAG"
"2",783.782487970356,"AFF","False","MAG"
"2",966.008794833507,"AFF","False","MAG"
"2",720.61846601229,"AFF","False","MAG"
"2",714.523643799501,"AFF","False","MAG"
"2",849.826131613096,"AFF","False","MAG"
"2",486.743909661052,"AFF","False","MAG"
"2",761.800537867835,"AFF","False","MAG"
"2",1123.76037406884,"AFF","False","MAG"
"2",587.225478452036,"AFF","False","MAG"
"2",652.615266443991,"AFF","False","MAG"
"2",486.064337568991,"AFF","False","MAG"
"2",861.033971421188,"AFF","False","MIN"
"2",710.598606267385,"AFF","False","MIN"
"2",746.40681755866,"AFF","False","MIN"
"2",638.636470298938,"AFF","False","MIN"
"2",1312.23508277896,"AFF","False","MIN"
"2",598.010595619415,"AFF","False","MIN"
"2",637.842681788397,"AFF","False","MIN"
"2",801.538686719255,"AFF","False","MIN"
"2",1635.79256444543,"AFF","False","MIN"
"2",624.153914359139,"AFF","False","MIN"
"2",547.843151161536,"AFF","False","MIN"
"2",1518.35977696216,"AFF","False","MIN"
"2",809.697317485949,"AFF","False","MIN"
"2",598.005405484527,"AFF","False","MIN"
"2",582.235517291626,"AFF","False","MIN"
"2",703.60930149748,"AFF","False","MIN"
"2",669.970979635805,"AFF","False","MIN"
"2",362.462511944252,"AFF","False","MIN"
"2",581.584061159314,"AFF","False","MIN"
"2",862.997924106317,"AFF","False","MIN"
"2",930.255762492689,"AFF","False","MIN"
"2",911.590573426806,"AFF","False","MIN"
"2",580.955010108847,"AFF","False","MIN"
"2",819.475379181642,"AFF","False","MIN"
"2",545.914437061596,"AFF","False","MIN"
"2",540.34311937968,"AFF","False","MIN"
"2",785.768438722487,"AFF","False","MIN"
"2",583.020806133088,"AFF","False","MIN"
"2",600.337384643151,"AFF","False","MIN"
"2",910.165483256983,"AFF","False","MIN"
"2",1180.51999473161,"AFF","False","MIN"
"2",613.908290036056,"AFF","False","MIN"
"2",683.593055495822,"AFF","True","MAG"
"2",747.193714049499,"AFF","True","MAG"
"2",657.023765733486,"AFF","True","MAG"
"2",688.182381875222,"AFF","True","MAG"
"2",990.787105729694,"AFF","True","MAG"
"2",721.739195055524,"AFF","True","MAG"
"2",600.540163971844,"AFF","True","MAG"
"2",994.367012769165,"AFF","True","MAG"
"2",913.466198061264,"AFF","True","MAG"
"2",957.36507348148,"AFF","True","MAG"
"2",716.16980207688,"AFF","True","MAG"
"2",971.427273772862,"AFF","True","MAG"
"2",696.580516173231,"AFF","True","MAG"
"2",574.942630330969,"AFF","True","MAG"
"2",780.407454155121,"AFF","True","MAG"
"2",723.694974367404,"AFF","True","MAG"
"2",892.009269684259,"AFF","True","MAG"
"2",558.923572845801,"AFF","True","MAG"
"2",633.106438507595,"AFF","True","MAG"
"2",721.708262801742,"AFF","True","MAG"
"2",704.095849789348,"AFF","True","MAG"
"2",1211.59423004066,"AFF","True","MAG"
"2",641.408503665463,"AFF","True","MAG"
"2",683.657593680319,"AFF","True","MAG"
"2",634.735432217004,"AFF","True","MAG"
"2",738.366218739896,"AFF","True","MAG"
"2",736.322071785902,"AFF","True","MAG"
"2",778.883855399959,"AFF","True","MAG"
"2",825.313940138486,"AFF","True","MAG"
"2",667.562215331783,"AFF","True","MAG"
"2",869.523486255684,"AFF","True","MAG"
"2",796.46176982693,"AFF","True","MAG"
"2",980.576230076368,"AFF","True","MIN"
"2",750.466092023855,"AFF","True","MIN"
"2",273.119620433044,"AFF","True","MIN"
"2",441.585709893966,"AFF","True","MIN"
"2",712.23708444336,"AFF","True","MIN"
"2",300.041864130369,"AFF","True","MIN"
"2",536.767658297397,"AFF","True","MIN"
"2",720.91026269605,"AFF","True","MIN"
"2",335.012500330305,"AFF","True","MIN"
"2",953.190068178487,"AFF","True","MIN"
"2",511.187887458769,"AFF","True","MIN"
"2",980.704716087879,"AFF","True","MIN"
"2",409.264257831886,"AFF","True","MIN"
"2",909.745561624568,"AFF","True","MIN"
"2",537.024769848401,"AFF","True","MIN"
"2",531.335912902535,"AFF","True","MIN"
"2",464.68827531454,"AFF","True","MIN"
"2",546.289261901909,"AFF","True","MIN"
"2",379.055722600212,"AFF","True","MIN"
"2",762.439007661696,"AFF","True","MIN"
"2",422.856977449526,"AFF","True","MIN"
"2",568.005015946486,"AFF","True","MIN"
"2",661.247253115566,"AFF","True","MIN"
"2",546.487024189677,"AFF","True","MIN"
"2",1036.38698870232,"AFF","True","MIN"
"2",1128.40446511093,"AFF","True","MIN"
"2",737.328216674698,"AFF","True","MIN"
"2",1087.7082941142,"AFF","True","MIN"
"2",583.181869429146,"AFF","True","MIN"
"2",616.841483253311,"AFF","True","MIN"
"2",527.430698235495,"AFF","True","MIN"
"2",393.679662156388,"AFF","True","MIN"
"2",887.592116857407,"NEG","False","MAG"
"2",965.933407759303,"NEG","False","MAG"
"2",914.672245527765,"NEG","False","MAG"
"2",805.167606314619,"NEG","False","MAG"
"2",689.529368271724,"NEG","False","MAG"
"2",623.088342936085,"NEG","False","MAG"
"2",628.093585194783,"NEG","False","MAG"
"2",1101.94868982592,"NEG","False","MAG"
"2",388.90555948149,"NEG","False","MAG"
"2",697.052421745069,"NEG","False","MAG"
"2",679.857816307323,"NEG","False","MAG"
"2",587.665325909963,"NEG","False","MAG"
"2",664.120062222296,"NEG","False","MAG"
"2",608.542967249094,"NEG","False","MAG"
"2",463.33854183636,"NEG","False","MAG"
"2",744.1144357506,"NEG","False","MAG"
"2",760.222387522879,"NEG","False","MAG"
"2",733.612157066842,"NEG","False","MAG"
"2",782.219367508986,"NEG","False","MAG"
"2",559.20034775833,"NEG","False","MAG"
"2",664.449815334424,"NEG","False","MAG"
"2",618.51782701118,"NEG","False","MAG"
"2",507.493865276684,"NEG","False","MAG"
"2",431.270145712307,"NEG","False","MAG"
"2",499.036977899943,"NEG","False","MAG"
"2",628.730213853969,"NEG","False","MAG"
"2",787.602043943591,"NEG","False","MAG"
"2",788.170637594101,"NEG","False","MAG"
"2",1025.64762150002,"NEG","False","MAG"
"2",711.680238997454,"NEG","False","MAG"
"2",772.70889865131,"NEG","False","MAG"
"2",766.127614890518,"NEG","False","MAG"
"2",621.376489002599,"NEG","False","MIN"
"2",547.296221334519,"NEG","False","MIN"
"2",1072.97754463768,"NEG","False","MIN"
"2",1104.71589530673,"NEG","False","MIN"
"2",1079.4739496094,"NEG","False","MIN"
"2",597.959342773861,"NEG","False","MIN"
"2",1964.36692330031,"NEG","False","MIN"
"2",1184.6563674007,"NEG","False","MIN"
"2",727.156701663369,"NEG","False","MIN"
"2",620.511284843834,"NEG","False","MIN"
"2",1209.74026418612,"NEG","False","MIN"
"2",1078.61092569523,"NEG","False","MIN"
"2",934.031746952748,"NEG","False","MIN"
"2",858.784849770053,"NEG","False","MIN"
"2",921.816782253566,"NEG","False","MIN"
"2",820.856022364013,"NEG","False","MIN"
"2",1509.08541080999,"NEG","False","MIN"
"2",754.082639230555,"NEG","False","MIN"
"2",819.467435682701,"NEG","False","MIN"
"2",859.811814493502,"NEG","False","MIN"
"2",921.383455277079,"NEG","False","MIN"
"2",726.056585860907,"NEG","False","MIN"
"2",1001.61061797104,"NEG","False","MIN"
"2",678.993521890263,"NEG","False","MIN"
"2",520.897879723513,"NEG","False","MIN"
"2",958.594732075835,"NEG","False","MIN"
"2",753.025631994172,"NEG","False","MIN"
"2",799.048321399026,"NEG","False","MIN"
"2",824.008804715168,"NEG","False","MIN"
"2",724.017997353887,"NEG","False","MIN"
"2",620.426572608982,"NEG","False","MIN"
"2",477.383917020396,"NEG","False","MIN"
"2",2026.12936169346,"NEG","True","MAG"
"2",854.246172186853,"NEG","True","MAG"
"2",1421.84560239404,"NEG","True","MAG"
"2",902.514558467335,"NEG","True","MAG"
"2",948.520902375044,"NEG","True","MAG"
"2",1005.0929621576,"NEG","True","MAG"
"2",832.14923408377,"NEG","True","MAG"
"2",977.633045831395,"NEG","True","MAG"
"2",679.309662402632,"NEG","True","MAG"
"2",2434.11941985345,"NEG","True","MAG"
"2",952.774773487568,"NEG","True","MAG"
"2",819.34918827316,"NEG","True","MAG"
"2",1024.45928207154,"NEG","True","MAG"
"2",1066.4748795609,"NEG","True","MAG"
"2",890.413986223204,"NEG","True","MAG"
"2",593.321696565106,"NEG","True","MAG"
"2",811.220947507252,"NEG","True","MAG"
"2",1861.31543234786,"NEG","True","MAG"
"2",1064.30120524662,"NEG","True","MAG"
"2",799.250129724691,"NEG","True","MAG"
"2",862.914160092014,"NEG","True","MAG"
"2",1156.73875024543,"NEG","True","MAG"
"2",1885.03242037595,"NEG","True","MAG"
"2",960.054223385519,"NEG","True","MAG"
"2",1341.28078344901,"NEG","True","MAG"
"2",908.088504202307,"NEG","True","MAG"
"2",1076.51459999821,"NEG","True","MAG"
"2",980.29713059744,"NEG","True","MAG"
"2",2000.30911308623,"NEG","True","MAG"
"2",793.65959423158,"NEG","True","MAG"
"2",1224.16592802787,"NEG","True","MAG"
"2",732.11846740719,"NEG","True","MAG"
"2",910.261622828588,"NEG","True","MIN"
"2",1072.14917885913,"NEG","True","MIN"
"2",525.688996933765,"NEG","True","MIN"
"2",1924.92241845051,"NEG","True","MIN"
"2",886.036081382374,"NEG","True","MIN"
"2",589.635783259447,"NEG","True","MIN"
"2",629.399995517361,"NEG","True","MIN"
"2",665.639820518177,"NEG","True","MIN"
"2",1105.36266219178,"NEG","True","MIN"
"2",802.515215083462,"NEG","True","MIN"
"2",1160.36753306821,"NEG","True","MIN"
"2",801.436018499081,"NEG","True","MIN"
"2",1676.28629778471,"NEG","True","MIN"
"2",766.602058578214,"NEG","True","MIN"
"2",648.904549208371,"NEG","True","MIN"
"2",847.881771178358,"NEG","True","MIN"
"2",2280.59299996863,"NEG","True","MIN"
"2",868.37483296964,"NEG","True","MIN"
"2",1303.91431946328,"NEG","True","MIN"
"2",870.820703910211,"NEG","True","MIN"
"2",1109.74265509209,"NEG","True","MIN"
"2",1083.0709882627,"NEG","True","MIN"
"2",777.943605562583,"NEG","True","MIN"
"2",969.484608259364,"NEG","True","MIN"
"2",2537.580957433,"NEG","True","MIN"
"2",658.35432178275,"NEG","True","MIN"
"2",727.828649621356,"NEG","True","MIN"
"2",2424.51316209269,"NEG","True","MIN"
"2",950.241204306909,"NEG","True","MIN"
"2",996.885780142321,"NEG","True","MIN"
"2",991.05322149238,"NEG","True","MIN"
"2",938.775307289416,"NEG","True","MIN"
"3",1498.69727495697,"AFF","False","MAG"
"3",1001.62660464234,"AFF","False","MAG"
"3",1088.26491228275,"AFF","False","MAG"
"3",1257.47727436282,"AFF","False","MAG"
"3",1990.89165542048,"AFF","False","MAG"
"3",1219.52200772881,"AFF","False","MAG"
"3",1293.36681059944,"AFF","False","MAG"
"3",1131.68667614118,"AFF","False","MAG"
"3",864.964274269982,"AFF","False","MAG"
"3",1047.15096148761,"AFF","False","MAG"
"3",1372.33244771393,"AFF","False","MAG"
"3",1130.66324535676,"AFF","False","MAG"
"3",1162.2658429934,"AFF","False","MAG"
"3",1076.23098142517,"AFF","False","MAG"
"3",1314.18759287487,"AFF","False","MAG"
"3",1676.93535759664,"AFF","False","MAG"
"3",1028.30373989842,"AFF","False","MAG"
"3",898.663166955491,"AFF","False","MAG"
"3",947.585825136922,"AFF","False","MAG"
"3",2411.75023880213,"AFF","False","MAG"
"3",1724.94393117041,"AFF","False","MAG"
"3",1088.66244266313,"AFF","False","MAG"
"3",1714.09484266491,"AFF","False","MAG"
"3",1186.78874862488,"AFF","False","MAG"
"3",1066.25174951537,"AFF","False","MAG"
"3",682.14814465772,"AFF","False","MAG"
"3",999.691167627352,"AFF","False","MAG"
"3",1263.24825547954,"AFF","False","MAG"
"3",1650.48027551939,"AFF","False","MAG"
"3",1184.66039027082,"AFF","False","MAG"
"3",1184.74895743383,"AFF","False","MAG"
"3",807.033786497144,"AFF","False","MAG"
"3",1052.01411617532,"AFF","False","MIN"
"3",983.878681058271,"AFF","False","MIN"
"3",895.767740242537,"AFF","False","MIN"
"3",1391.62054031514,"AFF","False","MIN"
"3",1332.21583450002,"AFF","False","MIN"
"3",1243.98362055112,"AFF","False","MIN"
"3",1632.85592832156,"AFF","False","MIN"
"3",1322.61537064289,"AFF","False","MIN"
"3",1447.71734172693,"AFF","False","MIN"
"3",919.524920232956,"AFF","False","MIN"
"3",1015.44079608712,"AFF","False","MIN"
"3",2102.53999289715,"AFF","False","MIN"
"3",897.206070865717,"AFF","False","MIN"
"3",1432.68295874762,"AFF","False","MIN"
"3",1107.65891083337,"AFF","False","MIN"
"3",749.657416756376,"AFF","False","MIN"
"3",1652.83236783874,"AFF","False","MIN"
"3",1698.71060609013,"AFF","False","MIN"
"3",1571.55490522207,"AFF","False","MIN"
"3",1131.56901321028,"AFF","False","MIN"
"3",1164.42311574175,"AFF","False","MIN"
"3",1178.99426785988,"AFF","False","MIN"
"3",1257.96862436599,"AFF","False","MIN"
"3",913.726700157053,"AFF","False","MIN"
"3",991.789791315269,"AFF","False","MIN"
"3",2145.45606758622,"AFF","False","MIN"
"3",1003.19430923544,"AFF","False","MIN"
"3",1119.81711371073,"AFF","False","MIN"
"3",2211.45879227073,"AFF","False","MIN"
"3",1084.70969594115,"AFF","False","MIN"
"3",1337.4906986523,"AFF","False","MIN"
"3",1714.12769432462,"AFF","False","MIN"
"3",939.035019575465,"AFF","True","MAG"
"3",1067.932056265,"AFF","True","MAG"
"3",1122.11890983449,"AFF","True","MAG"
"3",1837.01883739254,"AFF","True","MAG"
"3",1170.6590850038,"AFF","True","MAG"
"3",1102.55889158202,"AFF","True","MAG"
"3",1402.33311346235,"AFF","True","MAG"
"3",1158.15936476684,"AFF","True","MAG"
"3",1164.63893623837,"AFF","True","MAG"
"3",966.175138111055,"AFF","True","MAG"
"3",1091.58855718235,"AFF","True","MAG"
"3",933.751251991803,"AFF","True","MAG"
"3",1298.76045256943,"AFF","True","MAG"
"3",1296.25384416067,"AFF","True","MAG"
"3",900.940203771878,"AFF","True","MAG"
"3",1818.67493751883,"AFF","True","MAG"
"3",826.273662948362,"AFF","True","MAG"
"3",1334.09420689168,"AFF","True","MAG"
"3",1193.0133869567,"AFF","True","MAG"
"3",1178.98885465851,"AFF","True","MAG"
"3",1370.68026417674,"AFF","True","MAG"
"3",819.591744470436,"AFF","True","MAG"
"3",1224.84367294295,"AFF","True","MAG"
"3",1409.69091622192,"AFF","True","MAG"
"3",1498.4472747967,"AFF","True","MAG"
"3",2105.24751900387,"AFF","True","MAG"
"3",1575.18213891426,"AFF","True","MAG"
"3",2185.88979660824,"AFF","True","MAG"
"3",1259.05500555261,"AFF","True","MAG"
"3",988.301530669231,"AFF","True","MAG"
"3",1253.66682449458,"AFF","True","MAG"
"3",1117.33934999763,"AFF","True","MAG"
"3",809.52800992932,"AFF","True","MIN"
"3",1152.89072269508,"AFF","True","MIN"
"3",908.567417740383,"AFF","True","MIN"
"3",763.662790471555,"AFF","True","MIN"
"3",1037.10907076568,"AFF","True","MIN"
"3",1422.30281709544,"AFF","True","MIN"
"3",989.979071326099,"AFF","True","MIN"
"3",492.727649850277,"AFF","True","MIN"
"3",1654.60393000863,"AFF","True","MIN"
"3",637.537231963803,"AFF","True","MIN"
"3",966.980537349524,"AFF","True","MIN"
